Id,Source,Target,Weight,Type
9282,820,139,1,Undirected
9283,820,235,1,Undirected
9284,139,235,1,Undirected
9285,53,1681,1,Undirected
9286,53,938,1,Undirected
9287,1681,121,1,Undirected
9288,1681,938,1,Undirected
9289,121,938,1,Undirected
9290,1037,1285,1,Undirected
9291,1037,1614,1,Undirected
9292,1037,356,1,Undirected
9293,1037,702,1,Undirected
9294,1036,1285,1,Undirected
9295,1036,1614,1,Undirected
9296,1036,356,1,Undirected
9297,1036,702,1,Undirected
9298,1285,1614,1,Undirected
9299,1285,356,1,Undirected
9300,1285,702,1,Undirected
9301,1614,356,1,Undirected
9302,356,702,1,Undirected
9303,1682,1195,1,Undirected
9304,1322,968,1,Undirected
9305,1322,1084,1,Undirected
9306,968,1084,1,Undirected
9307,45,1664,1,Undirected
9308,46,1664,1,Undirected
9309,47,1664,1,Undirected
9310,48,1664,1,Undirected
9311,1683,1684,1,Undirected
9312,1683,207,1,Undirected
9313,1683,823,1,Undirected
9314,1683,699,1,Undirected
9315,1683,176,1,Undirected
9316,1683,782,1,Undirected
9317,1683,825,1,Undirected
9318,1683,209,1,Undirected
9319,1683,264,1,Undirected
9320,1683,826,1,Undirected
9321,1683,415,1,Undirected
9322,1684,207,1,Undirected
9323,1684,823,1,Undirected
9324,1684,699,1,Undirected
9325,1684,176,1,Undirected
9326,1684,782,1,Undirected
9327,1684,825,1,Undirected
9328,1684,209,1,Undirected
9329,1684,264,1,Undirected
9330,1684,826,1,Undirected
9331,1684,415,1,Undirected
9332,207,823,1,Undirected
9333,207,699,1,Undirected
9334,207,176,1,Undirected
9335,207,782,1,Undirected
9336,207,825,1,Undirected
9337,207,209,1,Undirected
9338,207,264,1,Undirected
9339,207,826,1,Undirected
9340,207,415,1,Undirected
9341,823,699,1,Undirected
9342,823,176,1,Undirected
9343,823,782,1,Undirected
9344,823,209,1,Undirected
9345,823,264,1,Undirected
9346,823,415,1,Undirected
9347,699,176,1,Undirected
9348,699,782,1,Undirected
9349,699,825,1,Undirected
9350,699,209,1,Undirected
9351,699,264,1,Undirected
9352,699,826,1,Undirected
9353,699,415,1,Undirected
9354,176,782,1,Undirected
9355,176,825,1,Undirected
9356,176,209,1,Undirected
9357,176,264,1,Undirected
9358,176,826,1,Undirected
9359,176,415,1,Undirected
9360,782,825,1,Undirected
9361,782,209,1,Undirected
9362,782,264,1,Undirected
9363,782,826,1,Undirected
9364,782,415,1,Undirected
9365,825,209,1,Undirected
9366,825,264,1,Undirected
9367,825,415,1,Undirected
9368,209,264,1,Undirected
9369,209,826,1,Undirected
9370,209,415,1,Undirected
9371,264,826,1,Undirected
9372,264,415,1,Undirected
9373,826,415,1,Undirected
9374,76,698,1,Undirected
9375,76,133,1,Undirected
9376,76,1597,1,Undirected
9377,76,636,1,Undirected
9378,76,1003,1,Undirected
9379,76,432,1,Undirected
9380,698,133,1,Undirected
9381,698,1597,1,Undirected
9382,698,636,1,Undirected
9383,698,1003,1,Undirected
9384,698,432,1,Undirected
9385,133,1597,1,Undirected
9386,133,636,1,Undirected
9387,133,1003,1,Undirected
9388,133,432,1,Undirected
9389,1597,636,1,Undirected
9390,1597,1003,1,Undirected
9391,1597,432,1,Undirected
9392,636,1003,2,Undirected
9393,636,432,1,Undirected
9394,1003,432,1,Undirected
9395,576,1003,1,Undirected
9396,576,925,1,Undirected
9397,1003,925,1,Undirected
9398,600,323,1,Undirected
9399,600,1685,1,Undirected
9400,600,1686,1,Undirected
9401,323,1685,1,Undirected
9402,323,1686,1,Undirected
9403,1685,1686,1,Undirected
9404,1651,17,1,Undirected
9405,913,1232,1,Undirected
9406,913,553,1,Undirected
9407,913,1,1,Undirected
9408,913,717,1,Undirected
9409,913,1283,1,Undirected
9410,913,848,1,Undirected
9411,913,671,1,Undirected
9412,913,948,1,Undirected
9413,913,1527,1,Undirected
9414,913,703,1,Undirected
9415,1232,553,1,Undirected
9416,1232,1,1,Undirected
9417,1232,717,1,Undirected
9418,1232,704,1,Undirected
9419,1232,1283,1,Undirected
9420,1232,848,1,Undirected
9421,1232,671,1,Undirected
9422,1232,948,1,Undirected
9423,1232,1527,1,Undirected
9424,1232,703,1,Undirected
9425,553,1,1,Undirected
9426,553,717,1,Undirected
9427,553,704,1,Undirected
9428,553,1283,1,Undirected
9429,553,848,1,Undirected
9430,553,671,1,Undirected
9431,553,948,1,Undirected
9432,553,1527,1,Undirected
9433,553,703,1,Undirected
9434,1,717,1,Undirected
9435,1,704,1,Undirected
9436,1,1283,1,Undirected
9437,1,848,1,Undirected
9438,1,671,1,Undirected
9439,1,948,1,Undirected
9440,1,1527,1,Undirected
9441,1,703,2,Undirected
9442,717,704,1,Undirected
9443,717,1283,1,Undirected
9444,717,671,1,Undirected
9445,717,948,1,Undirected
9446,717,1527,1,Undirected
9447,717,703,1,Undirected
9448,704,1283,1,Undirected
9449,704,848,1,Undirected
9450,704,671,1,Undirected
9451,704,948,1,Undirected
9452,704,1527,1,Undirected
9453,704,703,1,Undirected
9454,1283,848,1,Undirected
9455,1283,671,1,Undirected
9456,1283,948,1,Undirected
9457,1283,1527,1,Undirected
9458,1283,703,1,Undirected
9459,848,671,1,Undirected
9460,848,948,1,Undirected
9461,848,1527,1,Undirected
9462,848,703,1,Undirected
9463,671,948,1,Undirected
9464,671,1527,1,Undirected
9465,671,703,1,Undirected
9466,948,1527,1,Undirected
9467,948,703,1,Undirected
9468,1527,703,1,Undirected
9469,1470,1520,1,Undirected
9470,1470,15,1,Undirected
9471,1470,1145,1,Undirected
9472,1470,208,1,Undirected
9473,1470,1220,1,Undirected
9474,1520,15,1,Undirected
9475,1520,1145,1,Undirected
9476,1520,208,1,Undirected
9477,1520,1220,1,Undirected
9478,15,1145,1,Undirected
9479,15,1220,1,Undirected
9480,1145,208,1,Undirected
9481,1145,1220,1,Undirected
9482,208,1220,2,Undirected
9483,1062,85,1,Undirected
9484,1062,192,1,Undirected
9485,1062,781,1,Undirected
9486,85,192,1,Undirected
9487,85,781,1,Undirected
9488,192,781,1,Undirected
9489,1687,1211,1,Undirected
9490,1687,1502,1,Undirected
9491,1687,154,1,Undirected
9492,1687,1631,1,Undirected
9493,1211,1631,1,Undirected
9494,1502,1631,1,Undirected
9495,154,1631,1,Undirected
9496,1412,1618,1,Undirected
9497,52,1688,1,Undirected
9498,937,1689,1,Undirected
9499,937,804,1,Undirected
9500,1689,804,2,Undirected
9501,43,1406,1,Undirected
9502,43,603,1,Undirected
9503,43,255,1,Undirected
9504,1406,80,1,Undirected
9505,1406,603,1,Undirected
9506,1406,255,1,Undirected
9507,80,255,1,Undirected
9508,603,255,1,Undirected
9509,719,763,1,Undirected
9510,719,1276,1,Undirected
9511,719,615,1,Undirected
9512,719,359,1,Undirected
9513,763,1276,1,Undirected
9514,763,615,1,Undirected
9515,763,359,1,Undirected
9516,1276,615,1,Undirected
9517,1276,359,1,Undirected
9518,615,359,2,Undirected
9519,193,888,1,Undirected
9520,193,35,1,Undirected
9521,193,382,1,Undirected
9522,888,35,1,Undirected
9523,888,382,1,Undirected
9524,35,382,1,Undirected
9525,732,767,1,Undirected
9526,19,1690,1,Undirected
9527,19,906,2,Undirected
9528,1690,906,1,Undirected
9529,1012,673,1,Undirected
9530,728,837,1,Undirected
9531,728,908,1,Undirected
9532,728,499,2,Undirected
9533,728,750,1,Undirected
9534,728,139,1,Undirected
9535,728,919,1,Undirected
9536,728,1216,1,Undirected
9537,728,887,1,Undirected
9538,837,908,1,Undirected
9539,837,499,1,Undirected
9540,837,750,1,Undirected
9541,837,139,1,Undirected
9542,837,919,1,Undirected
9543,837,1216,1,Undirected
9544,837,887,1,Undirected
9545,908,499,1,Undirected
9546,908,750,1,Undirected
9547,908,139,1,Undirected
9548,908,919,1,Undirected
9549,908,1216,1,Undirected
9550,908,887,1,Undirected
9551,499,750,1,Undirected
9552,499,139,1,Undirected
9553,499,919,1,Undirected
9554,499,1216,1,Undirected
9555,499,887,1,Undirected
9556,750,139,1,Undirected
9557,750,919,1,Undirected
9558,750,1216,1,Undirected
9559,750,887,1,Undirected
9560,139,919,1,Undirected
9561,139,1216,1,Undirected
9562,139,887,1,Undirected
9563,919,1216,1,Undirected
9564,919,887,1,Undirected
9565,1216,887,1,Undirected
9566,1118,140,1,Undirected
9567,458,146,1,Undirected
9568,458,1691,1,Undirected
9569,146,1691,1,Undirected
9570,478,1664,1,Undirected
9571,849,1692,1,Undirected
9572,1668,740,1,Undirected
9573,1668,1000,1,Undirected
9574,1668,478,1,Undirected
9575,1668,1431,1,Undirected
9576,1668,1203,1,Undirected
9577,1668,35,1,Undirected
9578,740,1000,1,Undirected
9579,740,478,1,Undirected
9580,740,1431,1,Undirected
9581,740,1203,1,Undirected
9582,740,35,1,Undirected
9583,1000,478,1,Undirected
9584,1000,1431,1,Undirected
9585,1000,1203,1,Undirected
9586,1000,35,1,Undirected
9587,478,1431,1,Undirected
9588,478,1203,1,Undirected
9589,478,35,1,Undirected
9590,1431,1203,1,Undirected
9591,1431,35,1,Undirected
9592,1203,35,2,Undirected
9593,1693,1554,1,Undirected
9594,1693,1651,1,Undirected
9595,1693,179,1,Undirected
9596,1554,1651,1,Undirected
9597,1554,179,1,Undirected
9598,1651,179,1,Undirected
9599,1694,114,1,Undirected
9600,1694,219,1,Undirected
9601,1694,113,1,Undirected
9602,114,219,1,Undirected
9603,114,113,1,Undirected
9604,219,113,1,Undirected
9605,1077,1695,1,Undirected
9606,1531,833,1,Undirected
9607,1531,12,1,Undirected
9608,1531,681,1,Undirected
9609,833,12,1,Undirected
9610,833,681,1,Undirected
9611,12,681,1,Undirected
9612,99,1493,4,Undirected
9613,1352,1253,1,Undirected
9614,1352,1138,1,Undirected
9615,1352,512,1,Undirected
9616,1253,1138,1,Undirected
9617,1253,512,1,Undirected
9618,1138,512,1,Undirected
9619,1696,1419,1,Undirected
9620,1696,867,1,Undirected
9621,1419,867,1,Undirected
9622,1090,942,1,Undirected
9623,1090,539,1,Undirected
9624,1090,800,1,Undirected
9625,1090,67,1,Undirected
9626,942,539,1,Undirected
9627,942,800,1,Undirected
9628,942,67,1,Undirected
9629,539,800,1,Undirected
9630,539,67,1,Undirected
9631,800,67,1,Undirected
9632,714,341,1,Undirected
9633,714,725,1,Undirected
9634,714,614,1,Undirected
9635,714,408,1,Undirected
9636,341,725,1,Undirected
9637,341,614,1,Undirected
9638,341,408,1,Undirected
9639,725,614,1,Undirected
9640,725,408,1,Undirected
9641,614,408,1,Undirected
9642,476,84,1,Undirected
9643,476,468,1,Undirected
9644,476,481,1,Undirected
9645,476,1202,1,Undirected
9646,476,86,1,Undirected
9647,476,1031,1,Undirected
9648,476,87,1,Undirected
9649,476,88,1,Undirected
9650,84,468,1,Undirected
9651,84,1603,1,Undirected
9652,84,481,1,Undirected
9653,84,1202,1,Undirected
9654,84,1031,1,Undirected
9655,468,1603,1,Undirected
9656,468,481,1,Undirected
9657,468,1202,1,Undirected
9658,468,1031,1,Undirected
9659,468,87,1,Undirected
9660,468,88,1,Undirected
9661,1603,481,1,Undirected
9662,1603,1202,1,Undirected
9663,1603,86,1,Undirected
9664,1603,1031,1,Undirected
9665,1603,87,1,Undirected
9666,1603,88,1,Undirected
9667,481,1202,1,Undirected
9668,481,86,1,Undirected
9669,481,1031,1,Undirected
9670,481,87,1,Undirected
9671,481,88,1,Undirected
9672,1202,86,1,Undirected
9673,1202,1031,1,Undirected
9674,1202,87,1,Undirected
9675,1202,88,1,Undirected
9676,86,1031,1,Undirected
9677,1031,87,1,Undirected
9678,1031,88,1,Undirected
9679,1444,387,1,Undirected
9680,1057,1106,1,Undirected
9681,1057,306,1,Undirected
9682,1106,306,1,Undirected
9683,452,1535,1,Undirected
9684,452,1536,1,Undirected
9685,105,1098,1,Undirected
9686,105,1673,1,Undirected
9687,105,1388,1,Undirected
9688,105,299,1,Undirected
9689,105,764,1,Undirected
9690,105,198,1,Undirected
9691,105,777,1,Undirected
9692,1098,1673,1,Undirected
9693,1098,1388,1,Undirected
9694,1098,299,1,Undirected
9695,1098,764,1,Undirected
9696,1098,198,1,Undirected
9697,1098,777,1,Undirected
9698,1673,1388,1,Undirected
9699,1673,764,1,Undirected
9700,1673,777,1,Undirected
9701,1388,299,1,Undirected
9702,1388,764,1,Undirected
9703,1388,198,1,Undirected
9704,1388,777,1,Undirected
9705,299,764,1,Undirected
9706,299,777,1,Undirected
9707,764,198,1,Undirected
9708,764,777,2,Undirected
9709,198,777,1,Undirected
9710,850,1697,1,Undirected
9711,71,519,1,Undirected
9712,1336,1201,1,Undirected
9713,1336,135,1,Undirected
9714,1201,135,1,Undirected
9715,1698,125,1,Undirected
9716,1698,1392,1,Undirected
9717,1698,367,1,Undirected
9718,1698,1653,1,Undirected
9719,125,1392,1,Undirected
9720,125,367,1,Undirected
9721,125,1653,1,Undirected
9722,1392,367,1,Undirected
9723,1392,1653,1,Undirected
9724,367,1653,1,Undirected
9725,1699,639,1,Undirected
9726,1699,688,1,Undirected
9727,639,688,1,Undirected
9728,1579,1253,1,Undirected
9729,1579,820,1,Undirected
9730,1579,821,1,Undirected
9731,1253,820,1,Undirected
9732,1253,821,1,Undirected
9733,878,1609,1,Undirected
9734,878,843,1,Undirected
9735,1700,1249,1,Undirected
9736,1700,1465,1,Undirected
9737,1700,15,1,Undirected
9738,1700,744,1,Undirected
9739,1700,1125,1,Undirected
9740,1700,676,1,Undirected
9741,1249,1465,1,Undirected
9742,1249,15,1,Undirected
9743,1249,744,1,Undirected
9744,1249,1125,1,Undirected
9745,1249,676,1,Undirected
9746,1465,15,1,Undirected
9747,1465,744,1,Undirected
9748,1465,1125,1,Undirected
9749,1465,676,1,Undirected
9750,15,744,1,Undirected
9751,15,1125,1,Undirected
9752,15,676,1,Undirected
9753,744,1125,1,Undirected
9754,744,676,1,Undirected
9755,1125,676,1,Undirected
9756,235,1463,1,Undirected
9757,114,292,1,Undirected
9758,1701,788,1,Undirected
9759,1701,442,1,Undirected
9760,1701,419,1,Undirected
9761,1701,842,1,Undirected
9762,1701,237,1,Undirected
9763,1701,1702,1,Undirected
9764,1701,1703,1,Undirected
9765,1701,1656,1,Undirected
9766,1701,836,1,Undirected
9767,1701,1704,1,Undirected
9768,1701,1705,1,Undirected
9769,1701,423,1,Undirected
9770,788,442,1,Undirected
9771,788,419,1,Undirected
9772,788,237,1,Undirected
9773,788,1702,1,Undirected
9774,788,1703,1,Undirected
9775,788,1656,1,Undirected
9776,788,836,1,Undirected
9777,788,1704,1,Undirected
9778,788,1705,1,Undirected
9779,788,423,1,Undirected
9780,442,419,1,Undirected
9781,442,842,1,Undirected
9782,442,237,1,Undirected
9783,442,1702,2,Undirected
9784,442,1703,1,Undirected
9785,442,1656,1,Undirected
9786,442,836,1,Undirected
9787,442,1704,1,Undirected
9788,442,1705,1,Undirected
9789,442,423,1,Undirected
9790,419,842,1,Undirected
9791,419,237,1,Undirected
9792,419,1702,1,Undirected
9793,419,1703,1,Undirected
9794,419,1656,1,Undirected
9795,419,836,1,Undirected
9796,419,1704,1,Undirected
9797,419,1705,1,Undirected
9798,842,237,1,Undirected
9799,842,1702,1,Undirected
9800,842,1703,1,Undirected
9801,842,1656,1,Undirected
9802,842,836,1,Undirected
9803,842,1704,1,Undirected
9804,842,1705,1,Undirected
9805,842,423,1,Undirected
9806,237,1702,1,Undirected
9807,237,1703,1,Undirected
9808,237,1656,1,Undirected
9809,237,836,1,Undirected
9810,237,1704,1,Undirected
9811,237,1705,1,Undirected
9812,237,423,1,Undirected
9813,1702,1703,1,Undirected
9814,1702,1656,1,Undirected
9815,1702,836,1,Undirected
9816,1702,1704,1,Undirected
9817,1702,1705,1,Undirected
9818,1702,423,1,Undirected
9819,1703,1656,1,Undirected
9820,1703,836,1,Undirected
9821,1703,1704,1,Undirected
9822,1703,1705,1,Undirected
9823,1703,423,1,Undirected
9824,1656,836,1,Undirected
9825,1656,1704,2,Undirected
9826,1656,1705,1,Undirected
9827,1656,423,1,Undirected
9828,836,1704,1,Undirected
9829,836,1705,1,Undirected
9830,836,423,1,Undirected
9831,1704,1705,1,Undirected
9832,1704,423,1,Undirected
9833,1705,423,1,Undirected
9834,615,1706,1,Undirected
9835,994,1280,1,Undirected
9836,994,189,1,Undirected
9837,994,1354,1,Undirected
9838,994,86,1,Undirected
9839,994,1065,1,Undirected
9840,1280,189,1,Undirected
9841,1280,1354,1,Undirected
9842,1280,86,1,Undirected
9843,1280,1065,1,Undirected
9844,189,1354,1,Undirected
9845,189,86,1,Undirected
9846,189,1065,1,Undirected
9847,1354,86,1,Undirected
9848,1354,1065,1,Undirected
9849,86,1065,1,Undirected
9850,1493,576,1,Undirected
9851,257,986,1,Undirected
9852,257,366,1,Undirected
9853,257,1707,1,Undirected
9854,257,1550,1,Undirected
9855,257,834,1,Undirected
9856,986,366,1,Undirected
9857,986,1707,1,Undirected
9858,986,1550,1,Undirected
9859,986,834,1,Undirected
9860,366,1707,1,Undirected
9861,366,834,1,Undirected
9862,1707,1550,1,Undirected
9863,1707,834,1,Undirected
9864,1550,834,1,Undirected
9865,1708,1048,1,Undirected
9866,1709,990,1,Undirected
9867,1709,1710,1,Undirected
9868,990,1710,1,Undirected
9869,718,957,1,Undirected
9870,718,1209,1,Undirected
9871,718,730,1,Undirected
9872,718,540,1,Undirected
9873,718,197,1,Undirected
9874,718,271,1,Undirected
9875,718,488,1,Undirected
9876,718,265,1,Undirected
9877,957,1209,1,Undirected
9878,957,730,1,Undirected
9879,957,540,1,Undirected
9880,957,197,1,Undirected
9881,957,271,1,Undirected
9882,957,488,1,Undirected
9883,957,265,1,Undirected
9884,1209,730,1,Undirected
9885,1209,540,1,Undirected
9886,1209,197,1,Undirected
9887,1209,271,1,Undirected
9888,1209,488,1,Undirected
9889,1209,265,1,Undirected
9890,730,540,1,Undirected
9891,730,197,1,Undirected
9892,730,271,1,Undirected
9893,730,488,1,Undirected
9894,730,265,1,Undirected
9895,540,197,1,Undirected
9896,540,271,1,Undirected
9897,540,488,1,Undirected
9898,540,265,1,Undirected
9899,197,271,1,Undirected
9900,197,488,2,Undirected
9901,197,265,1,Undirected
9902,271,488,1,Undirected
9903,271,265,1,Undirected
9904,488,265,1,Undirected
9905,366,138,1,Undirected
9906,366,761,1,Undirected
9907,366,753,1,Undirected
9908,138,761,1,Undirected
9909,138,753,1,Undirected
9910,76,1177,1,Undirected
9911,76,1068,1,Undirected
9912,76,214,1,Undirected
9913,76,688,1,Undirected
9914,76,1098,1,Undirected
9915,76,1089,1,Undirected
9916,76,1408,1,Undirected
9917,76,364,1,Undirected
9918,76,61,1,Undirected
9919,1177,1068,1,Undirected
9920,1177,214,1,Undirected
9921,1177,688,1,Undirected
9922,1177,1098,1,Undirected
9923,1177,1089,1,Undirected
9924,1177,1408,1,Undirected
9925,1177,364,1,Undirected
9926,1177,61,1,Undirected
9927,1068,214,1,Undirected
9928,1068,688,1,Undirected
9929,1068,1098,1,Undirected
9930,1068,1089,1,Undirected
9931,1068,1408,1,Undirected
9932,1068,364,1,Undirected
9933,1068,61,1,Undirected
9934,214,688,1,Undirected
9935,214,1098,1,Undirected
9936,214,1089,1,Undirected
9937,214,1408,1,Undirected
9938,214,364,1,Undirected
9939,214,61,1,Undirected
9940,688,1098,1,Undirected
9941,688,1089,1,Undirected
9942,688,1408,1,Undirected
9943,688,364,1,Undirected
9944,688,61,1,Undirected
9945,1098,1089,1,Undirected
9946,1098,1408,1,Undirected
9947,1098,364,1,Undirected
9948,1098,61,1,Undirected
9949,1089,1408,1,Undirected
9950,1089,364,1,Undirected
9951,1089,61,1,Undirected
9952,1408,364,1,Undirected
9953,1408,61,1,Undirected
9954,364,61,1,Undirected
9955,1711,1712,1,Undirected
9956,1711,788,1,Undirected
9957,1711,1048,1,Undirected
9958,1711,1713,1,Undirected
9959,1711,1714,1,Undirected
9960,1711,1715,1,Undirected
9961,1712,788,1,Undirected
9962,1712,1048,1,Undirected
9963,1712,1713,1,Undirected
9964,1712,1714,1,Undirected
9965,1712,1715,1,Undirected
9966,788,1048,1,Undirected
9967,788,1713,1,Undirected
9968,788,1714,1,Undirected
9969,788,1715,1,Undirected
9970,1048,1713,1,Undirected
9971,1048,1714,1,Undirected
9972,1048,1715,1,Undirected
9973,1713,1714,1,Undirected
9974,1713,1715,1,Undirected
9975,1714,1715,1,Undirected
9976,461,753,1,Undirected
9977,525,940,1,Undirected
9978,525,1504,1,Undirected
9979,940,1504,1,Undirected
9980,60,108,1,Undirected
9981,60,1051,1,Undirected
9982,60,311,1,Undirected
9983,60,67,1,Undirected
9984,60,1001,1,Undirected
9985,60,1716,1,Undirected
9986,60,1171,1,Undirected
9987,108,1051,1,Undirected
9988,108,311,1,Undirected
9989,108,67,1,Undirected
9990,108,1001,1,Undirected
9991,108,1716,1,Undirected
9992,108,1171,2,Undirected
9993,1051,311,1,Undirected
9994,1051,67,1,Undirected
9995,1051,1001,1,Undirected
9996,1051,1716,1,Undirected
9997,1051,1171,1,Undirected
9998,311,67,1,Undirected
9999,311,1716,1,Undirected
10000,311,1171,1,Undirected
10001,67,1001,1,Undirected
10002,67,1716,1,Undirected
10003,67,1171,1,Undirected
10004,1001,1716,1,Undirected
10005,1001,1171,1,Undirected
10006,1716,1171,1,Undirected
10007,813,788,1,Undirected
10008,1358,1717,1,Undirected
10009,1358,229,1,Undirected
10010,1358,103,1,Undirected
10011,1358,1718,1,Undirected
10012,1358,685,1,Undirected
10013,1717,229,1,Undirected
10014,1717,103,1,Undirected
10015,1717,1718,1,Undirected
10016,1717,685,1,Undirected
10017,229,103,1,Undirected
10018,229,1718,1,Undirected
10019,229,685,1,Undirected
10020,103,1718,1,Undirected
10021,103,685,1,Undirected
10022,1718,685,2,Undirected
10023,476,882,2,Undirected
10024,476,1037,1,Undirected
10025,882,1037,1,Undirected
10026,218,1091,1,Undirected
10027,218,1277,1,Undirected
10028,218,1483,1,Undirected
10029,218,475,1,Undirected
10030,218,380,1,Undirected
10031,1091,1277,1,Undirected
10032,1091,1483,1,Undirected
10033,1091,475,1,Undirected
10034,1091,380,1,Undirected
10035,1277,1483,1,Undirected
10036,1277,475,1,Undirected
10037,1277,380,1,Undirected
10038,1483,475,1,Undirected
10039,1483,380,1,Undirected
10040,475,380,1,Undirected
10041,331,1352,1,Undirected
10042,331,185,1,Undirected
10043,331,127,1,Undirected
10044,331,1615,1,Undirected
10045,1352,185,1,Undirected
10046,1352,127,1,Undirected
10047,1352,1615,1,Undirected
10048,185,127,1,Undirected
10049,185,1615,1,Undirected
10050,127,1615,1,Undirected
10051,539,359,1,Undirected
10052,715,383,1,Undirected
10053,419,383,1,Undirected
10054,1515,126,1,Undirected
10055,1515,343,1,Undirected
10056,1515,327,1,Undirected
10057,1515,1364,1,Undirected
10058,1515,973,1,Undirected
10059,1515,1262,1,Undirected
10060,1515,713,1,Undirected
10061,1515,34,1,Undirected
10062,1515,811,1,Undirected
10063,1515,636,1,Undirected
10064,1515,1548,1,Undirected
10065,1515,1226,1,Undirected
10066,126,343,1,Undirected
10067,126,327,2,Undirected
10068,126,1364,1,Undirected
10069,126,1262,1,Undirected
10070,126,713,1,Undirected
10071,126,34,1,Undirected
10072,126,811,1,Undirected
10073,126,636,1,Undirected
10074,126,1226,1,Undirected
10075,343,327,1,Undirected
10076,343,1364,1,Undirected
10077,343,973,1,Undirected
10078,343,1262,1,Undirected
10079,343,713,1,Undirected
10080,343,34,1,Undirected
10081,343,811,1,Undirected
10082,343,636,1,Undirected
10083,343,1548,1,Undirected
10084,343,1226,1,Undirected
10085,327,1364,1,Undirected
10086,327,973,1,Undirected
10087,327,1262,1,Undirected
10088,327,713,1,Undirected
10089,327,34,1,Undirected
10090,327,636,1,Undirected
10091,327,1548,1,Undirected
10092,327,1226,1,Undirected
10093,1364,973,1,Undirected
10094,1364,1262,1,Undirected
10095,1364,713,1,Undirected
10096,1364,34,1,Undirected
10097,1364,811,1,Undirected
10098,1364,636,1,Undirected
10099,1364,1548,1,Undirected
10100,1364,1226,1,Undirected
10101,973,1262,1,Undirected
10102,973,713,1,Undirected
10103,973,34,1,Undirected
10104,973,811,1,Undirected
10105,973,1548,1,Undirected
10106,973,1226,1,Undirected
10107,1262,713,1,Undirected
10108,1262,34,1,Undirected
10109,1262,811,1,Undirected
10110,1262,1226,1,Undirected
10111,713,34,1,Undirected
10112,713,811,1,Undirected
10113,713,636,1,Undirected
10114,713,1548,1,Undirected
10115,713,1226,1,Undirected
10116,34,811,1,Undirected
10117,34,636,1,Undirected
10118,34,1548,1,Undirected
10119,34,1226,1,Undirected
10120,811,1548,1,Undirected
10121,811,1226,1,Undirected
10122,636,1226,1,Undirected
10123,1548,1226,1,Undirected
10124,173,1474,1,Undirected
10125,173,223,1,Undirected
10126,173,1047,1,Undirected
10127,173,1375,2,Undirected
10128,173,1419,1,Undirected
10129,173,1056,1,Undirected
10130,1474,223,1,Undirected
10131,1474,1047,1,Undirected
10132,1474,1375,1,Undirected
10133,1474,1419,1,Undirected
10134,1474,1056,1,Undirected
10135,223,1047,1,Undirected
10136,223,1375,1,Undirected
10137,223,1419,1,Undirected
10138,223,1056,1,Undirected
10139,1047,1375,1,Undirected
10140,1047,1419,1,Undirected
10141,1047,1056,1,Undirected
10142,1375,1419,1,Undirected
10143,1375,1056,1,Undirected
10144,1419,1056,1,Undirected
10145,1068,1522,1,Undirected
10146,380,1443,1,Undirected
10147,380,923,1,Undirected
10148,1443,923,1,Undirected
10149,4,674,1,Undirected
10150,4,1633,1,Undirected
10151,4,1051,1,Undirected
10152,4,381,1,Undirected
10153,674,1633,1,Undirected
10154,674,1051,1,Undirected
10155,674,381,2,Undirected
10156,1633,1051,1,Undirected
10157,1633,381,1,Undirected
10158,1051,381,1,Undirected
10159,1550,1720,1,Undirected
10160,1550,305,1,Undirected
10161,1550,1063,1,Undirected
10162,1720,305,1,Undirected
10163,1720,1063,1,Undirected
10164,305,1063,1,Undirected
10165,521,419,1,Undirected
10166,521,394,1,Undirected
10167,419,394,1,Undirected
10168,1156,1640,1,Undirected
10169,476,1106,1,Undirected
10170,476,710,1,Undirected
10171,476,611,1,Undirected
10172,476,1721,1,Undirected
10173,1106,710,1,Undirected
10174,1106,611,1,Undirected
10175,1106,1721,1,Undirected
10176,710,611,1,Undirected
10177,710,1721,1,Undirected
10178,611,1721,1,Undirected
10179,626,664,1,Undirected
10180,626,1722,1,Undirected
10181,626,119,1,Undirected
10182,664,1722,1,Undirected
10183,664,119,1,Undirected
10184,1722,119,1,Undirected
10185,1021,170,1,Undirected
10186,755,387,1,Undirected
10187,755,268,1,Undirected
10188,755,1522,1,Undirected
10189,755,208,1,Undirected
10190,387,268,1,Undirected
10191,387,1522,1,Undirected
10192,387,208,1,Undirected
10193,268,1522,1,Undirected
10194,268,208,1,Undirected
10195,1522,208,1,Undirected
10196,424,23,1,Undirected
10197,1723,277,1,Undirected
10198,1723,1681,1,Undirected
10199,1723,686,1,Undirected
10200,1723,932,1,Undirected
10201,1723,1022,1,Undirected
10202,1723,887,1,Undirected
10203,277,1681,1,Undirected
10204,277,686,1,Undirected
10205,277,932,1,Undirected
10206,277,1022,1,Undirected
10207,277,887,1,Undirected
10208,1681,686,1,Undirected
10209,1681,932,1,Undirected
10210,1681,1022,1,Undirected
10211,1681,887,1,Undirected
10212,686,932,1,Undirected
10213,686,1022,1,Undirected
10214,686,887,1,Undirected
10215,932,887,1,Undirected
10216,1022,887,1,Undirected
10217,501,1111,1,Undirected
10218,501,1724,1,Undirected
10219,501,708,1,Undirected
10220,1111,1724,1,Undirected
10221,1111,708,1,Undirected
10222,1724,708,1,Undirected
10223,689,314,1,Undirected
10224,645,1181,1,Undirected
10225,1107,516,1,Undirected
10226,455,1586,1,Undirected
